136
图形类型	颜色	是否填充	x1	y1	x2	y2	x3	y3	圆心x	圆心y	半径	边数	px1	py1	px2	py2	px3	py3	px4	py4	px5	py5	px6	py6	px7	py7	px8	py8	px9	py9	px10	px11	py11	px12	py12	px13	py13	px14	py14	px15	py15	px16	py16	px17	py17	px18	py18	px19	py19	px20	py20
1	1	1	25	489	164	614	0	0	0	0	0	0	
2	5	1	239	501	326	591	0	0	282	546	62	0	
3	3	0	422	605	607	624	529	509	0	0	0	0	
4	1	0	676	502	788	614	0	0	0	0	0	0	
5	3	1	0	0	0	0	0	0	0	0	0	5	1	1	1	100	100	100	100	200	500	100	
4	3	1	852	509	973	637	0	0	0	0	0	0	
2	2	0	1035	515	1216	688	0	0	1125	601	125	0	
3	2	1	1295	673	1360	547	1447	571	0	0	0	0	
1	1	1	1535	606	1824	723	0	0	0	0	0	0	
4	1	0	574	735	588	748	0	0	0	0	0	0	
4	1	0	545	770	588	766	0	0	0	0	0	0	
4	1	0	584	766	567	793	0	0	0	0	0	0	
4	1	0	567	793	575	807	0	0	0	0	0	0	
4	1	0	573	808	552	823	0	0	0	0	0	0	
4	1	0	556	815	656	839	0	0	0	0	0	0	
4	1	0	617	739	627	750	0	0	0	0	0	0	
4	1	0	606	768	648	768	0	0	0	0	0	0	
4	1	0	636	776	603	808	0	0	0	0	0	0	
4	1	0	605	771	642	811	0	0	0	0	0	0	
4	1	0	693	731	697	786	0	0	0	0	0	0	
4	1	0	697	740	722	741	0	0	0	0	0	0	
4	1	0	722	742	717	782	0	0	0	0	0	0	
4	1	0	697	762	716	761	0	0	0	0	0	0	
4	1	0	700	779	723	781	0	0	0	0	0	0	
4	1	0	668	786	750	785	0	0	0	0	0	0	
4	1	0	707	785	708	809	0	0	0	0	0	0	
4	1	0	708	797	728	794	0	0	0	0	0	0	
4	1	0	690	788	678	842	0	0	0	0	0	0	
4	1	0	685	817	759	837	0	0	0	0	0	0	
4	1	0	797	741	780	763	0	0	0	0	0	0	
4	1	0	770	787	852	765	0	0	0	0	0	0	
4	1	0	772	818	822	797	0	0	0	0	0	0	
4	1	0	798	793	780	822	0	0	0	0	0	0	
4	1	0	789	802	775	841	0	0	0	0	0	0	
4	1	0	778	839	748	823	0	0	0	0	0	0	
4	1	0	808	754	853	834	0	0	0	0	0	0	
4	1	0	862	794	853	831	0	0	0	0	0	0	
4	1	0	853	778	830	814	0	0	0	0	0	0	
4	1	0	833	748	848	756	0	0	0	0	0	0	
4	1	0	903	752	934	746	0	0	0	0	0	0	
4	1	0	933	747	921	763	0	0	0	0	0	0	
4	1	0	916	766	927	778	0	0	0	0	0	0	
4	1	0	908	784	945	772	0	0	0	0	0	0	
4	1	0	947	771	933	791	0	0	0	0	0	0	
4	1	0	927	778	924	826	0	0	0	0	0	0	
4	1	0	925	826	913	821	0	0	0	0	0	0	
4	1	0	951	746	976	745	0	0	0	0	0	0	
4	1	0	967	750	944	778	0	0	0	0	0	0	
4	1	0	941	778	946	795	0	0	0	0	0	0	
4	1	0	944	779	980	767	0	0	0	0	0	0	
4	1	0	976	768	974	796	0	0	0	0	0	0	
4	1	0	965	778	952	810	0	0	0	0	0	0	
4	1	0	957	803	940	840	0	0	0	0	0	0	
4	1	0	959	805	976	830	0	0	0	0	0	0	
4	1	0	1037	744	1014	765	0	0	0	0	0	0	
4	1	0	1018	767	1018	792	0	0	0	0	0	0	
4	1	0	1023	794	1038	783	0	0	0	0	0	0	
4	1	0	1034	776	1039	797	0	0	0	0	0	0	
4	1	0	1049	747	1072	748	0	0	0	0	0	0	
4	1	0	1075	749	1064	783	0	0	0	0	0	0	
4	1	0	1062	784	1053	777	0	0	0	0	0	0	
4	1	0	1057	751	1046	789	0	0	0	0	0	0	
4	1	0	1023	806	1037	836	0	0	0	0	0	0	
4	1	0	1031	807	1070	810	0	0	0	0	0	0	
4	1	0	1070	813	1050	851	0	0	0	0	0	0	
4	1	0	1045	825	1053	821	0	0	0	0	0	0	
4	1	0	1049	812	1046	834	0	0	0	0	0	0	
4	1	0	1038	839	1058	840	0	0	0	0	0	0	
4	1	0	1127	754	1104	779	0	0	0	0	0	0	
4	1	0	1102	780	1095	856	0	0	0	0	0	0	
4	1	0	1101	790	1117	793	0	0	0	0	0	0	
4	1	0	1125	794	1105	858	0	0	0	0	0	0	
4	1	0	1104	818	1112	819	0	0	0	0	0	0	
4	1	0	1096	843	1108	841	0	0	0	0	0	0	
4	1	0	1149	765	1126	817	0	0	0	0	0	0	
4	1	0	1138	787	1188	784	0	0	0	0	0	0	
4	1	0	1184	786	1153	866	0	0	0	0	0	0	
4	1	0	1133	844	1149	861	0	0	0	0	0	0	
4	1	0	1149	817	1161	838	0	0	0	0	0	0	
4	1	0	1224	772	1284	765	0	0	0	0	0	0	
4	1	0	1222	792	1243	840	0	0	0	0	0	0	
4	1	0	1232	798	1271	796	0	0	0	0	0	0	
4	1	0	1270	798	1257	848	0	0	0	0	0	0	
4	1	0	1236	818	1264	808	0	0	0	0	0	0	
4	1	0	1244	799	1239	842	0	0	0	0	0	0	
4	1	0	1239	837	1262	837	0	0	0	0	0	0	
4	1	0	1224	814	1224	873	0	0	0	0	0	0	
4	1	0	1229	873	1283	857	0	0	0	0	0	0	
4	1	0	1295	805	1283	855	0	0	0	0	0	0	
4	1	0	1308	804	1339	793	0	0	0	0	0	0	
4	1	0	1320	768	1314	864	0	0	0	0	0	0	
4	1	0	1313	817	1301	841	0	0	0	0	0	0	
4	1	0	1323	807	1337	823	0	0	0	0	0	0	
4	1	0	1361	772	1344	819	0	0	0	0	0	0	
4	1	0	1342	816	1331	862	0	0	0	0	0	0	
4	1	0	1342	817	1366	812	0	0	0	0	0	0	
4	1	0	1366	812	1352	854	0	0	0	0	0	0	
4	1	0	1348	829	1383	866	0	0	0	0	0	0	
4	1	0	1419	777	1426	791	0	0	0	0	0	0	
4	1	0	1397	806	1447	798	0	0	0	0	0	0	
4	1	0	1438	805	1404	845	0	0	0	0	0	0	
4	1	0	1404	815	1451	850	0	0	0	0	0	0	
4	1	0	1495	760	1469	788	0	0	0	0	0	0	
4	1	0	1475	784	1473	879	0	0	0	0	0	0	
4	1	0	1514	774	1507	810	0	0	0	0	0	0	
4	1	0	1511	800	1532	791	0	0	0	0	0	0	
4	1	0	1490	823	1549	817	0	0	0	0	0	0	
4	1	0	1524	774	1519	890	0	0	0	0	0	0	
4	1	0	527	208	496	224	0	0	0	0	0	0	
4	1	0	494	226	556	252	0	0	0	0	0	0	
4	1	0	504	226	609	236	0	0	0	0	0	0	
4	1	0	645	189	621	206	0	0	0	0	0	0	
4	1	0	638	198	659	197	0	0	0	0	0	0	
4	1	0	661	198	633	217	0	0	0	0	0	0	
4	1	0	637	201	643	202	0	0	0	0	0	0	
4	1	0	663	203	632	231	0	0	0	0	0	0	
4	1	0	655	217	666	215	0	0	0	0	0	0	
4	1	0	665	213	626	251	0	0	0	0	0	0	
4	1	0	641	227	643	229	0	0	0	0	0	0	
4	1	0	673	194	683	203	0	0	0	0	0	0	
4	1	0	673	206	685	205	0	0	0	0	0	0	
4	1	0	684	207	676	215	0	0	0	0	0	0	
4	1	0	679	214	681	222	0	0	0	0	0	0	
4	1	0	681	223	663	241	0	0	0	0	0	0	
4	1	0	676	230	719	248	0	0	0	0	0	0	
4	1	0	685	209	712	206	0	0	0	0	0	0	
4	1	0	711	205	700	227	0	0	0	0	0	0	
4	1	0	700	193	684	215	0	0	0	0	0	0	
4	1	0	728	206	775	196	0	0	0	0	0	0	
4	1	0	729	223	759	211	0	0	0	0	0	0	
4	1	1	736	203	736	232	0	0	0	0	0	0	
4	1	0	742	204	748	248	0	0	0	0	0	0	
4	1	0	781	184	764	205	0	0	0	0	0	0	
4	1	0	778	199	765	225	0	0	0	0	0	0	
4	1	0	783	212	759	243	0	0	0	0	0	0	
备注：颜色，是否填充，图形类型以数字形式存入文件，具体含义见代码的struct.SHAPE.h；点坐标为零的数据代表其不存在
